gameId,platformId,gameCreation,gameDuration,queueId,mapId,seasonId,gameVersion,gameMode,gameType,team0-teamId,team0-win,team0-firstBlood,team0-firstTower,team0-firstInhibitor,team0-firstBaron,team0-firstDragon,team0-firstRiftHerald,team0-towerKills,team0-inhibitorKills,team0-baronKills,team0-dragonKills,team0-vilemawKills,team0-riftHeraldKills,team0-dominionVictoryScore,team0-ban-0-championId,team0-ban-1-championId,team0-ban-2-championId,team0-ban-3-championId,team0-ban-4-championId,team1-teamId,team1-win,team1-firstBlood,team1-firstTower,team1-firstInhibitor,team1-firstBaron,team1-firstDragon,team1-firstRiftHerald,team1-towerKills,team1-inhibitorKills,team1-baronKills,team1-dragonKills,team1-vilemawKills,team1-riftHeraldKills,team1-dominionVictoryScore,team1-ban-0-championId,team1-ban-1-championId,team1-ban-2-championId,team1-ban-3-championId,team1-ban-4-championId
3183956489,NA1,1571895470204,1600,420,11,13,9.21.294.813,CLASSIC,MATCHED_GAME,100,Win,true,true,true,true,true,true,10,2,1,3,0,1,0,412,121,24,238,25,200,Fail,false,false,false,false,false,false,1,0,0,0,0,0,0,51,-1,8,111,240
3184489163,NA1,1571966557344,1165,420,11,13,9.21.294.813,CLASSIC,MATCHED_GAME,100,Win,true,true,true,false,false,true,9,2,0,1,0,1,0,35,25,121,58,51,200,Fail,false,false,false,false,true,false,1,0,0,1,0,0,0,121,246,245,25,80
3184464170,NA1,1571961579211,2139,420,11,13,9.21.294.813,CLASSIC,MATCHED_GAME,100,Fail,true,false,true,true,false,false,8,2,1,1,0,0,0,35,44,25,121,122,200,Win,false,true,false,false,true,true,7,1,1,4,0,1,0,8,498,121,10,157
3184511767,NA1,1571964135852,1222,420,11,13,9.21.294.813,CLASSIC,MATCHED_GAME,100,Fail,false,false,false,false,false,false,1,0,0,1,0,0,0,238,498,245,84,555,200,Win,true,true,true,false,true,true,6,1,0,2,0,1,0,114,35,25,38,555
3185212883,NA1,1572032883054,1219,420,11,13,9.21.294.813,CLASSIC,MATCHED_GAME,100,Fail,true,true,false,false,true,true,1,0,0,1,0,1,0,24,53,30,39,84,200,Win,false,false,false,false,false,false,2,0,0,1,0,0,0,53,238,8,86,35
3185565349,NA1,1572048277970,1242,420,11,13,9.21.294.813,CLASSIC,MATCHED_GAME,100,Win,true,true,true,false,true,true,8,1,0,2,0,1,0,35,67,53,121,25,200,Fail,false,false,false,false,false,false,2,0,0,0,0,0,0,25,350,38,121,84
3184545776,NA1,1571968602324,1478,420,11,13,9.21.294.813,CLASSIC,MATCHED_GAME,100,Win,false,true,false,false,false,true,3,0,0,1,0,1,0,25,145,107,82,121,200,Fail,true,false,false,false,true,false,1,0,0,2,0,0,0,121,122,2,157,25
3185851046,NA1,1572063359432,1377,420,11,13,9.21.294.813,CLASSIC,MATCHED_GAME,100,Fail,false,false,false,false,false,false,1,0,0,0,0,0,0,8,119,25,91,89,200,Win,true,true,true,true,true,true,8,1,1,3,0,1,0,86,245,10,238,25
3132912915,NA1,1566693794524,1965,420,11,13,9.16.286.4937,CLASSIC,MATCHED_GAME,100,Win,true,false,true,true,false,false,9,2,2,3,0,0,0,517,122,412,107,498,200,Fail,false,true,false,false,true,false,4,1,0,1,0,0,0,84,60,350,119,91
3185892789,NA1,1572067250235,1519,420,11,13,9.21.294.813,CLASSIC,MATCHED_GAME,100,Fail,true,true,false,false,false,false,1,0,0,0,0,0,0,28,86,105,84,91,200,Win,false,false,true,true,true,true,10,2,1,4,0,1,0,25,240,53,421,111
3185857010,NA1,1572065307692,1668,420,11,13,9.21.294.813,CLASSIC,MATCHED_GAME,100,Fail,false,true,false,false,false,false,2,0,0,0,0,0,0,90,245,23,134,8,200,Win,true,false,false,true,true,true,6,0,1,2,0,1,0,85,8,51,91,245
3185610459,NA1,1572050185132,1959,420,11,13,9.21.294.813,CLASSIC,MATCHED_GAME,100,Win,false,true,true,true,true,true,11,3,2,4,0,1,0,25,238,98,92,245,200,Fail,true,false,false,false,false,false,2,0,0,0,0,0,0,121,92,35,111,51
3185933581,NA1,1572067720655,2061,420,11,13,9.21.294.813,CLASSIC,MATCHED_GAME,100,Fail,true,true,true,true,false,false,6,1,1,1,0,0,0,8,28,30,350,157,200,Win,false,false,false,false,true,false,11,2,1,2,0,0,0,28,25,412,84,38
3185994535,NA1,1572072358239,2322,420,11,13,9.21.294.813,CLASSIC,MATCHED_GAME,100,Win,true,true,true,false,false,false,11,5,1,2,0,0,0,28,121,245,91,22,200,Fail,false,false,false,true,true,false,5,0,2,3,0,0,0,121,412,25,85,51
3186362105,NA1,1572121151048,2061,420,11,13,9.21.294.813,CLASSIC,MATCHED_GAME,100,Fail,false,false,false,false,false,false,2,0,0,0,0,0,0,58,30,555,25,412,200,Win,true,true,true,true,true,true,10,2,3,5,0,1,0,102,38,35,80,121
